Offer ID,Data ID,Date,Drop Number,Delivered,Clicks,CTR,Revenue,eCPM,Offer Type,Audience Type
789,30,11/22/2022,4,145117,133,0.000916502,1204.00,8.296753654,Employment,Lending
563,76,11/22/2022,3,136057,114,0.000837884,100.15,0.736088551,Loan,Credit Card
687,97,11/22/2022,2,172398,1271,0.007372475,434.10,2.51801065,Rent To Own,Housing
109,97,11/22/2022,4,172336,1043,0.006052131,470.32,2.729087364,Home Financing,Housing
522,97,11/22/2022,5,172266,164,0.000952016,0.00,0,Life Insurance,Housing
169,76,11/23/2022,4,136723,1006,0.007357943,1440.00,10.53224403,Credit Card,Credit Card
950,97,11/23/2022,4,171943,131,0.00076188,450.00,2.61714638,Life Insurance,Housing
789,97,11/23/2022,2,171936,218,0.001267914,1386.00,8.061139028,Employment,Housing
527,54,11/23/2022,2,193844,131,0.000675801,0.00,0,Home Sale,Mortgage
527,54,11/23/2022,2,104053,216,0.002075865,0.00,0,Home Sale,Mortgage
865,54,11/23/2022,3,193990,255,0.001314501,372.00,1.91762462,Home Financing,Mortgage
865,54,11/23/2022,3,104333,361,0.003460075,132.00,1.265179761,Home Financing,Mortgage
278,54,11/23/2022,4,192282,76,0.000395253,0.00,,Identity Protection,Mortgage
278,54,11/23/2022,4,103809,139,0.001338998,892.50,8.597520446,Identity Protection,Mortgage
274,54,11/23/2022,6,163027,138,0.000846486,390.00,2.392241776,Auto Insurance,Mortgage
840,30,11/23/2022,2,145072,469,0.003232877,1070.00,7.375647954,Injury Claim,Lending
1000,30,11/23/2022,3,145227,2164,0.01490081,1104.00,7.60189221,Credit Card,Lending
938,30,11/23/2022,4,166404,1830,0.010997332,990.00,5.949376217,Credit Card,Lending
140,76,11/23/2022,2,136613,93,0.000680755,808.00,5.914517652,Auto Warranty,Credit Card
781,76,11/23/2022,3,136689,169,0.001236383,135.00,0.987643483,Credit Score,Credit Card
328,97,11/23/2022,3,171934,132,0.000767736,420.00,2.442797818,Home Warranty,Housing
176,97,11/23/2022,5,171940,164,0.000953821,455.00,2.646271955,Home Security,Housing
351,76,11/24/2022,2,136961,1282,0.009360329,900.00,6.571213703,Credit Card,Credit Card
435,97,11/24/2022,4,171699,151,0.000879446,120.00,0.698897489,Education,Housing
1000,76,11/24/2022,3,137030,1457,0.010632708,950.00,6.93278844,Credit Card,Credit Card
446,97,11/24/2022,5,171693,223,0.00129883,70.10,0.408286884,Loan,Housing
352,54,11/24/2022,2,193421,112,0.000579048,360.00,1.861224996,Home Warranty,Mortgage
352,54,11/24/2022,2,104251,145,0.001390874,216.00,2.071922571,Home Warranty,Mortgage
838,54,11/24/2022,3,192637,145,0.000752711,252.00,1.308159907,Home Financing,Mortgage
838,54,11/24/2022,3,104415,207,0.001982474,132.00,1.26418618,Home Financing,Mortgage
794,54,11/24/2022,4,192642,67,0.000347795,0.00,,Animal Product,Mortgage
794,54,11/24/2022,4,104575,160,0.001530002,907.90,8.681807315,Animal Product,Mortgage
689,30,11/24/2022,2,145130,101,0.000695928,320.00,2.204919727,Bank Account,Lending
351,30,11/24/2022,3,145098,630,0.004341893,360.00,2.481081752,Credit Card,Lending
863,30,11/24/2022,4,144994,363,0.002503552,247.85,1.709381078,Loan,Lending
390,76,11/24/2022,4,137058,32,0.000233478,630.00,4.596594143,Auto Warranty,Credit Card
687,97,11/24/2022,2,171717,594,0.00345918,213.90,1.245654187,Rent To Own,Housing
140,97,11/24/2022,3,171717,175,0.001019119,997.00,5.80606463,Auto Warranty,Housing
636,97,11/25/2022,3,171349,77,0.000449375,815.00,4.756374417,Identity Protection,Housing
767,97,11/25/2022,5,171364,237,0.001383021,620.00,3.618029458,Beauty,Housing
699,97,11/25/2022,4,171351,405,0.00236357,336.00,1.960887302,Credit Card,Housing
636,54,11/25/2022,2,193097,38,0.000196792,0.00,,Identity Protection,Mortgage
636,54,11/25/2022,2,104319,133,0.001274936,1199.10,11.49455037,Identity Protection,Mortgage
551,54,11/25/2022,3,192528,335,0.001740007,192.00,0.997257542,Home Financing,Mortgage
551,54,11/25/2022,3,104589,309,0.002954422,72.00,0.688408915,Home Financing,Mortgage
522,54,11/25/2022,4,192934,111,0.000575326,444.00,2.30130511,Life Insurance,Mortgage
522,54,11/25/2022,4,104380,148,0.001417896,129.50,1.24065913,Life Insurance,Mortgage
115,30,11/25/2022,2,144566,1619,0.011199037,615.00,4.254112309,Credit Card,Lending
758,30,11/25/2022,3,144926,1779,0.01227523,700.00,4.830051199,Credit Card,Lending
895,30,11/25/2022,4,144876,608,0.004196692,270.35,1.866078578,Loan,Lending
656,76,11/25/2022,2,137636,1882,0.013673748,1450.00,10.53503444,Credit Card,Credit Card
789,76,11/25/2022,3,137806,112,0.000812737,1100.00,7.982235897,Employment,Credit Card
999,76,11/25/2022,4,137914,316,0.002291283,201.70,1.462505619,Loan,Credit Card
278,97,11/25/2022,2,171339,115,0.000671184,613.00,3.577702683,Identity Protection,Housing
573,76,11/26/2022,4,138489,82,0.000592105,630.00,4.549097762,Education,Credit Card
269,97,11/26/2022,4,170995,1567,0.009164011,700.00,4.09368695,Survey,Housing
427,97,11/26/2022,5,171000,82,0.000479532,725.00,4.239766082,Home Sale,Housing
227,97,11/26/2022,3,170991,163,0.000953267,545.00,3.187302256,Credit Repair,Housing
789,54,11/26/2022,2,192683,322,0.001671139,1044.00,5.418225791,Employment,Mortgage
789,54,11/26/2022,2,104251,180,0.001726602,132.00,1.266174905,Employment,Mortgage
962,54,11/26/2022,3,192487,362,0.001880646,312.00,1.620888683,Home Financing,Mortgage
962,54,11/26/2022,3,104751,260,0.002482077,96.00,0.916459031,Home Financing,Mortgage
427,54,11/26/2022,4,103937,201,0.001933864,856.10,8.236720321,Home Sale,Mortgage
256,30,11/26/2022,2,133909,1172,0.008752212,1758.40,13.13130559,Credit Card,Lending
547,30,11/26/2022,3,144860,1561,0.010775922,1176.00,8.118183073,Credit Card,Lending
311,30,11/26/2022,4,144825,730,0.005040566,608.25,4.199896427,Credit Card,Lending
432,76,11/26/2022,2,138444,743,0.005366791,434.00,3.134841524,Credit Card,Credit Card
952,76,11/26/2022,3,138501,1122,0.008101025,1391.00,10.04324879,Shopping,Credit Card
687,97,11/26/2022,2,171003,818,0.004783542,311.10,1.819266329,Rent To Own,Housing
719,76,11/27/2022,2,138956,577,0.004152394,810.00,5.829183339,Credit Card,Credit Card
866,97,11/27/2022,5,80786,56,0.000693189,160.00,1.980541183,Personal Care,Housing
573,97,11/27/2022,3,170568,102,0.000598002,225.00,1.319121992,Education,Housing
750,97,11/27/2022,4,149792,241,0.001608898,1755.00,11.71624653,Auto Purchase,Housing
140,54,11/27/2022,2,192276,200,0.001040171,0.00,,Auto Warranty,Mortgage
140,54,11/27/2022,2,104188,225,0.002159558,1260.70,12.10024187,Auto Warranty,Mortgage
614,54,11/27/2022,3,191043,138,0.00072235,228.00,1.193448595,Home Financing,Mortgage
614,54,11/27/2022,3,104435,289,0.002767272,396.00,3.79183224,Home Financing,Mortgage
863,54,11/27/2022,4,192621,102,0.000529537,73.90,0.383654949,Loan,Mortgage
863,54,11/27/2022,4,104726,400,0.003819491,217.79,2.079617287,Loan,Mortgage
140,30,11/27/2022,2,144828,123,0.000849283,2281.00,15.74971691,Auto Warranty,Lending
255,30,11/27/2022,3,145049,400,0.002757689,472.00,3.254072762,Credit Score,Lending
772,30,11/27/2022,4,145026,344,0.002371988,745.67,5.141629777,Loan,Lending
250,76,11/27/2022,3,106333,916,0.008614447,685.71,6.448703601,Credit Card,Credit Card
543,97,11/27/2022,2,170588,516,0.003024832,413.00,2.421037822,Credit Score,Housing
794,97,11/28/2022,5,47248,32,0.000677277,613.00,12.97409414,Animal Product,Housing
969,76,11/28/2022,2,139824,154,0.001101385,107.75,0.770611626,Loan,Credit Card
861,76,11/28/2022,4,140022,42,0.000299953,300.00,2.142520461,Education,Credit Card
944,97,11/28/2022,4,170205,106,0.000622778,613.00,3.60153932,Life Insurance,Housing
227,54,11/28/2022,2,190405,148,0.000777291,650.00,3.413775899,Credit Repair,Mortgage
227,54,11/28/2022,2,104304,206,0.001974996,650.00,6.231784016,Credit Repair,Mortgage
839,54,11/28/2022,3,190376,390,0.002048578,576.00,3.025591461,Home Financing,Mortgage
839,54,11/28/2022,3,104193,356,0.003416736,240.00,2.303417696,Home Financing,Mortgage
176,54,11/28/2022,4,190293,86,0.000451935,1155.00,6.069587426,Home Security,Mortgage
176,54,11/28/2022,4,104075,206,0.001979342,990.00,9.512370886,Home Security,Mortgage
446,30,11/28/2022,2,145147,335,0.002308005,727.58,5.012711251,Loan,Lending
952,30,11/28/2022,3,145239,261,0.001797038,247.00,1.700645144,Shopping,Lending
490,30,11/28/2022,4,145202,1115,0.007678958,1574.10,10.84075977,Auto Loan,Lending
255,76,11/28/2022,3,139986,632,0.004514737,590.00,4.214707185,Credit Score,Credit Card
687,97,11/28/2022,2,170239,528,0.003101522,283.20,1.663543606,Rent To Own,Housing
250,97,11/28/2022,3,45917,73,0.001589825,428.57,9.333580155,Credit Card,Housing
390,76,11/29/2022,4,140584,35,0.000248961,450.00,3.20093325,Auto Warranty,Credit Card
789,97,11/29/2022,2,170014,129,0.000758761,0.00,0,Employment,Housing
619,54,11/29/2022,2,104477,212,0.002029155,896.00,8.576050231,Life Insurance,Mortgage
964,54,11/29/2022,3,62941,83,0.001318695,216.00,3.431785323,Home Financing,Mortgage
964,54,11/29/2022,3,104438,300,0.002872518,288.00,2.757616959,Home Financing,Mortgage
390,54,11/29/2022,4,62931,16,0.000254247,315.00,5.005482195,Auto Warranty,Mortgage
390,54,11/29/2022,4,104349,143,0.001370401,405.00,3.881206336,Auto Warranty,Mortgage
837,30,11/29/2022,2,145344,376,0.002586966,1689.00,11.62070674,Survey,Lending
462,30,11/29/2022,3,145365,1101,0.007574038,385.00,2.648505486,Credit Card,Lending
169,30,11/29/2022,4,145339,954,0.006563964,1380.00,9.495042624,Credit Card,Lending
837,76,11/29/2022,2,140508,1070,0.007615225,586.00,4.170581035,Survey,Credit Card
455,76,11/29/2022,3,140468,663,0.004719936,515.44,3.669447846,Shopping,Credit Card
109,97,11/29/2022,3,170018,816,0.004799492,502.31,2.954451882,Home Financing,Housing
1000,97,11/29/2022,4,72260,134,0.001854415,300.00,4.151674509,Credit Card,Housing
540,97,11/29/2022,5,65791,108,0.001641562,240.00,3.647915368,Credit Card,Housing
636,76,11/30/2022,2,139484,37,0.000265263,919.00,6.588569298,Identity Protection,Credit Card
169,76,11/30/2022,4,140606,974,0.006927158,1170.00,8.321124276,Credit Card,Credit Card
159,97,11/30/2022,5,54563,37,0.000678115,273.00,5.003390576,Home Security,Housing
574,54,11/30/2022,2,104803,130,0.001240423,0.00,0,Life Insurance,Mortgage
828,54,11/30/2022,3,62616,70,0.001117925,192.00,3.066308931,Home Financing,Mortgage
828,54,11/30/2022,3,104731,271,0.002587582,204.00,1.947847342,Home Financing,Mortgage
542,54,11/30/2022,4,62609,190,0.003034707,238.00,3.80137041,Health,Mortgage
542,54,11/30/2022,4,104634,294,0.002809794,170.00,1.624710897,Health,Mortgage
250,30,11/30/2022,2,111059,398,0.003583681,1370.00,12.33578548,Credit Card,Lending
636,30,11/30/2022,3,144318,42,0.000291024,1826.00,12.65261437,Identity Protection,Lending
789,30,11/30/2022,4,145267,41,0.000282239,814.00,5.603474981,Employment,Lending
919,76,11/30/2022,3,134473,33,0.000245402,378.00,2.810973207,Tax Debt,Credit Card
687,97,11/30/2022,2,169758,543,0.003198671,251.10,1.479164458,Rent To Own,Housing
598,97,11/30/2022,3,169802,138,0.000812711,258.17,1.520417898,Home Financing,Housing
140,97,11/30/2022,4,100183,83,0.000828484,921.00,9.193176487,Auto Warranty,Housing
789,76,12/1/2022,2,141617,99,0.000699069,1798.00,12.69621585,Employment,Credit Card
272,97,12/1/2022,3,169179,267,0.00157821,589.00,3.481519574,Auto Sale,Housing
952,76,12/1/2022,3,141086,725,0.00513871,637.00,4.514976681,Shopping,Credit Card
690,76,12/1/2022,4,141712,513,0.003620018,476.00,3.358925144,Credit Card,Credit Card
401,97,12/1/2022,4,169408,188,0.001109747,469.00,2.768464299,Debt,Housing
685,97,12/1/2022,2,167880,122,0.00072671,280.50,1.670836312,Tax Debt,Housing
885,54,12/1/2022,2,105039,164,0.001561325,395.00,3.760508002,Education,Mortgage
787,54,12/1/2022,3,59949,93,0.001551319,192.00,3.202722314,Home Financing,Mortgage
787,54,12/1/2022,3,104945,371,0.003535185,264.00,2.515603411,Home Financing,Mortgage
328,54,12/1/2022,4,59939,96,0.001601628,935.00,15.59919251,Home Warranty,Mortgage
328,54,12/1/2022,4,104843,415,0.0039583,1210.00,11.54106617,Home Warranty,Mortgage
766,30,12/1/2022,2,145513,71,0.000487929,1306.00,8.975143114,Injury Claim,Lending
656,30,12/1/2022,3,143181,1741,0.012159435,2612.00,18.24264393,Credit Card,Lending
719,30,12/1/2022,4,176207,854,0.004846572,1920.00,10.8962754,Credit Card,Lending
255,97,12/1/2022,5,169418,833,0.004916833,708.00,4.179012856,Credit Score,Housing
328,97,12/2/2022,5,169250,70,0.000413589,105.00,0.620384047,Home Warranty,Housing
767,97,12/2/2022,4,169309,356,0.002102664,360.00,2.126289801,Beauty,Housing
699,97,12/2/2022,3,169278,749,0.004424674,912.00,5.387587282,Credit Card,Housing
766,54,12/2/2022,2,130478,34,0.00026058,0.00,,Injury Claim,Mortgage
766,54,12/2/2022,2,105294,147,0.001396091,847.00,8.044143066,Injury Claim,Mortgage
869,54,12/2/2022,3,188964,522,0.002762431,372.00,1.968628945,Home Financing,Mortgage
869,54,12/2/2022,3,105229,563,0.005350236,240.00,2.2807401,Home Financing,Mortgage
117,54,12/2/2022,4,130385,165,0.001265483,935.00,7.171070292,Home Sale,Mortgage
117,54,12/2/2022,4,105107,217,0.002064563,605.00,5.756039084,Home Sale,Mortgage
272,30,12/2/2022,2,176417,227,0.001286724,1150.00,6.518646162,Auto Sale,Lending
256,30,12/2/2022,3,119830,1074,0.008962697,2040.50,17.02829008,Credit Card,Lending
401,30,12/2/2022,4,152805,348,0.002277412,2070.00,13.54667714,Debt,Lending
766,76,12/2/2022,2,142342,56,0.000393419,656.00,4.608618679,Injury Claim,Credit Card
256,76,12/2/2022,3,112771,263,0.00233216,517.50,4.58894574,Credit Card,Credit Card
140,76,12/2/2022,4,142486,53,0.000371966,817.00,5.733896664,Auto Warranty,Credit Card
766,97,12/2/2022,2,169248,145,0.000856731,618.00,3.651446398,Injury Claim,Housing
885,97,12/3/2022,5,169140,182,0.001076032,1160.00,6.858223956,Education,Housing
140,97,12/3/2022,4,169137,233,0.001377581,737.00,4.357414404,Auto Warranty,Housing
534,76,12/3/2022,3,142625,237,0.0016617,279.58,1.960245399,Bank Account,Credit Card
222,97,12/3/2022,3,169131,558,0.003299218,533.00,3.15140335,Loan,Housing
982,54,12/3/2022,2,130341,179,0.001373321,1540.00,11.81516177,Home Security,Mortgage
982,54,12/3/2022,2,105431,222,0.002105643,490.00,4.647589419,Home Security,Mortgage
865,54,12/3/2022,3,188485,292,0.001549195,264.00,1.400641961,Home Financing,Mortgage
865,54,12/3/2022,3,105384,280,0.00265695,192.00,1.821908449,Home Financing,Mortgage
913,54,12/3/2022,4,130324,172,0.001319788,561.00,4.304656088,Home Warranty,Mortgage
913,54,12/3/2022,4,105271,345,0.003277256,693.00,6.583009566,Home Warranty,Mortgage
347,30,12/3/2022,2,176542,563,0.003189043,460.87,2.610540268,Loan,Lending
1000,30,12/3/2022,3,153947,1846,0.01199114,1820.00,11.82225051,Credit Card,Lending
690,30,12/3/2022,4,176524,768,0.004350683,420.00,2.379279871,Credit Card,Lending
250,76,12/3/2022,2,113311,149,0.001314965,900.00,7.942741658,Credit Card,Credit Card
385,76,12/3/2022,4,143043,38,0.000265654,0.00,0,Home Security,Credit Card
687,97,12/3/2022,2,169080,409,0.002418973,147.90,0.874733854,Rent To Own,Housing
494,97,12/4/2022,5,168723,93,0.000551199,707.00,4.190300078,Identity Protection,Housing
699,76,12/4/2022,2,143477,2459,0.017138635,5280.00,36.8003234,Credit Card,Credit Card
812,76,12/4/2022,4,143589,13,9.05362E-05,800.00,5.571457424,Credit Repair,Credit Card
920,76,12/4/2022,3,143568,43,0.00029951,180.00,1.253761284,Education,Credit Card
789,97,12/4/2022,2,168737,279,0.001653461,1358.00,8.048027404,Employment,Housing
837,54,12/4/2022,2,130234,522,0.00400817,0.00,,Survey,Mortgage
837,54,12/4/2022,2,105645,486,0.004600312,447.50,4.23588433,Survey,Mortgage
838,54,12/4/2022,3,130214,98,0.000752607,96.00,0.737247915,Home Financing,Mortgage
838,54,12/4/2022,3,105581,191,0.001809038,120.00,1.136568133,Home Financing,Mortgage
438,54,12/4/2022,4,188094,1391,0.007395239,539.00,2.865588482,Networking,Mortgage
438,54,12/4/2022,4,105509,801,0.007591769,280.00,2.653802045,Networking,Mortgage
739,30,12/4/2022,2,176764,595,0.00336607,644.00,3.64327578,Credit Card,Lending
256,30,12/4/2022,3,123338,447,0.003624187,1241.25,10.0638084,Credit Card,Lending
140,30,12/4/2022,4,154593,83,0.000536894,1412.00,9.133660644,Auto Warranty,Lending
250,97,12/4/2022,3,147338,288,0.001954689,500.00,3.39355767,Credit Card,Housing
168,97,12/4/2022,4,168715,103,0.000610497,585.00,3.467385828,Home Financing,Housing
542,76,12/5/2022,3,143810,270,0.001877477,340.00,2.364230582,Health,Credit Card
282,97,12/5/2022,3,168565,303,0.001797526,589.00,3.49420105,Employment,Housing
656,76,12/5/2022,2,144046,657,0.004561043,468.00,3.248962137,Credit Card,Credit Card
963,97,12/5/2022,5,168557,218,0.001293331,336.00,1.99339096,Structured Settlement,Housing
495,97,12/5/2022,2,168491,288,0.00170929,589.00,3.495735677,Survey,Housing
947,54,12/5/2022,2,130018,40,0.00030765,0.00,,Identity Protection,Mortgage
947,54,12/5/2022,2,105805,137,0.001294835,749.00,7.079060536,Identity Protection,Mortgage
551,54,12/5/2022,3,105749,146,0.001380628,24.00,0.226952501,Home Financing,Mortgage
140,54,12/5/2022,4,130090,48,0.000368975,0.00,,Auto Warranty,Mortgage
140,54,12/5/2022,4,105681,188,0.001778939,779.80,7.378809814,Auto Warranty,Mortgage
365,30,12/5/2022,2,175711,37,0.000210573,1444.44,8.220543961,Credit Repair,Lending
837,30,12/5/2022,3,175716,1584,0.009014546,1130.00,6.430831569,Survey,Lending
540,30,12/5/2022,4,175681,481,0.002737917,1080.00,6.147505991,Credit Card,Lending
344,76,12/5/2022,4,143910,81,0.000562852,174.80,1.214648044,Loan,Credit Card
861,97,12/5/2022,4,168578,143,0.000848272,450.00,2.669387465,Education,Housing
494,76,12/6/2022,5,144709,27,0.000186581,785.00,5.424679875,Identity Protection,Credit Card
239,97,12/6/2022,5,168394,151,0.000896707,585.00,3.473995511,Home Delivery,Housing
837,76,12/6/2022,4,144725,161,0.001112455,654.00,4.518915184,Survey,Credit Card
619,54,12/6/2022,2,129954,165,0.00126968,0.00,,Life Insurance,Mortgage
619,54,12/6/2022,2,106023,240,0.00226366,626.50,5.909095196,Life Insurance,Mortgage
962,54,12/6/2022,3,187429,181,0.000965699,228.00,1.216460633,Home Financing,Mortgage
962,54,12/6/2022,3,105966,242,0.002283751,84.00,0.792707095,Home Financing,Mortgage
176,54,12/6/2022,4,131154,180,0.001372432,1980.00,15.09675648,Home Security,Mortgage
176,54,12/6/2022,4,105893,286,0.00270084,1155.00,10.90723655,Home Security,Mortgage
765,54,12/6/2022,5,111859,91,0.000813524,0.00,,Auto Insurance,Mortgage
789,30,12/6/2022,2,175817,27,0.000153569,0.00,0,Employment,Lending
256,30,12/6/2022,3,146408,277,0.001891973,670.00,4.576252664,Credit Card,Lending
498,30,12/6/2022,4,175776,50,0.000284453,1356.00,7.714363736,Identity Protection,Lending
952,76,12/6/2022,2,144691,260,0.001796933,247.00,1.707086135,Shopping,Credit Card
250,76,12/6/2022,3,115105,98,0.000851397,900.00,7.818947917,Credit Card,Credit Card
687,97,12/6/2022,2,168337,343,0.002037579,120.30,0.714637899,Rent To Own,Housing
619,97,12/6/2022,3,168331,212,0.001259423,599.00,3.558465167,Life Insurance,Housing
649,97,12/6/2022,4,167717,85,0.000506806,590.00,3.517830631,Life Insurance,Housing
573,97,12/7/2022,5,168193,366,0.002176072,420.00,2.497131272,Education,Housing
574,97,12/7/2022,4,168175,113,0.000671919,32.50,0.193251078,Life Insurance,Housing
365,54,12/7/2022,2,131067,71,0.000541708,433.33,3.306171653,Credit Repair,Mortgage
365,54,12/7/2022,2,106363,187,0.00175813,1011.11,9.506219268,Credit Repair,Mortgage
614,54,12/7/2022,3,187261,283,0.00151126,372.00,1.986532166,Home Financing,Mortgage
614,54,12/7/2022,3,106301,232,0.002182482,300.00,2.822174768,Home Financing,Mortgage
806,54,12/7/2022,4,131082,81,0.000617934,0.00,,Office Supplies,Mortgage
806,54,12/7/2022,4,106230,70,0.000658948,630.00,5.930528099,Office Supplies,Mortgage
811,30,12/7/2022,2,175804,162,0.000921481,1130.00,6.427612569,Employment,Lending
547,30,12/7/2022,3,175750,0,0,0.00,0,Credit Card,Lending
879,30,12/7/2022,4,175467,2237,0.012748836,3164.00,18.03188064,Shopping,Lending
887,76,12/7/2022,2,144925,122,0.000841815,654.00,4.512678972,Employment,Credit Card
401,76,12/7/2022,3,144111,56,0.000388589,45.00,0.3122593,Debt,Credit Card
490,76,12/7/2022,4,144955,210,0.001448725,227.70,1.570832327,Auto Loan,Credit Card
109,97,12/7/2022,2,168150,1282,0.007624145,422.69,2.51376747,Home Financing,Housing
807,97,12/7/2022,3,168142,124,0.000737472,1001.00,5.953301376,Home Security,Housing
115,76,12/8/2022,2,145017,1779,0.012267527,705.00,4.861498997,Credit Card,Credit Card
638,97,12/8/2022,3,167872,157,0.000935236,600.00,3.574151735,Office Supplies,Housing
630,54,12/8/2022,2,130851,42,0.000320976,150.00,1.146342023,Home Improvement,Mortgage
630,54,12/8/2022,2,106613,163,0.001528894,300.00,2.813915751,Home Improvement,Mortgage
839,54,12/8/2022,3,130842,328,0.00250684,240.00,1.834273398,Home Financing,Mortgage
839,54,12/8/2022,3,106544,470,0.004411323,288.00,2.703108575,Home Financing,Mortgage
808,54,12/8/2022,4,186889,287,0.001535671,604.80,3.23614552,Home Solar,Mortgage
808,54,12/8/2022,4,106443,290,0.002724463,378.68,3.557584811,Home Solar,Mortgage
256,30,12/8/2022,2,145492,939,0.006453963,2022.50,13.90110796,Credit Card,Lending
307,30,12/8/2022,3,175381,62,0.000353516,0.00,0,Loan,Lending
938,30,12/8/2022,4,175329,2137,0.012188514,2520.00,14.3729788,Credit Card,Lending
140,76,12/8/2022,3,145220,26,0.000179039,819.00,5.639719047,Auto Warranty,Credit Card
176,76,12/8/2022,4,145240,37,0.000254751,120.00,0.826218673,Home Security,Credit Card
812,97,12/8/2022,2,167872,125,0.000744615,605.56,3.607272207,Credit Repair,Housing
540,97,12/8/2022,4,167868,370,0.002204113,120.00,0.71484738,Credit Card,Housing
866,97,12/8/2022,5,167869,222,0.00132246,430.00,2.561521186,Personal Care,Housing
789,97,12/9/2022,2,167494,188,0.001122428,544.00,3.247877536,Employment,Housing
462,76,12/9/2022,4,146218,199,0.001360982,70.00,0.478737228,Credit Card,Credit Card
446,97,12/9/2022,3,167483,589,0.003516775,34.62,0.206707546,Loan,Housing
687,97,12/9/2022,4,167483,1664,0.009935337,600.90,3.587826824,Rent To Own,Housing
140,97,12/9/2022,5,167482,235,0.001403136,733.00,4.376589723,Auto Warranty,Housing
176,30,12/9/2022,2,161606,89,0.000550722,300.00,1.856366719,Home Security,Lending
169,30,12/9/2022,3,161680,1026,0.006345868,870.00,5.380999505,Credit Card,Lending
490,30,12/9/2022,4,161729,762,0.004711585,544.50,3.366743132,Auto Loan,Lending
644,30,12/9/2022,5,161715,56,0.000346288,1306.00,8.07593606,Injury Claim,Lending
256,76,12/9/2022,2,116354,221,0.001899376,441.00,3.790157622,Credit Card,Credit Card
126,76,12/9/2022,3,146146,55,0.000376336,75.00,0.513185445,Home Security,Credit Card
328,54,12/9/2022,2,189286,303,0.001600752,1870.00,9.879230371,Home Warranty,Mortgage
328,54,12/9/2022,2,106771,321,0.003006434,1540.00,14.42339212,Home Warranty,Mortgage
964,54,12/9/2022,3,189285,278,0.001468685,348.00,1.838497504,Home Financing,Mortgage
964,54,12/9/2022,3,106755,251,0.002351178,180.00,1.686103695,Home Financing,Mortgage
968,54,12/9/2022,4,189136,495,0.002617164,2745.00,14.51336604,Credit Card,Mortgage
968,54,12/9/2022,4,106669,384,0.003599921,2135.00,20.01518717,Credit Card,Mortgage
1000,97,12/10/2022,3,167315,748,0.004470609,312.00,1.864746138,Credit Card,Housing
885,97,12/10/2022,5,167393,172,0.001027522,720.00,4.30125513,Education,Housing
983,76,12/10/2022,3,135418,1014,0.007487926,825.75,6.097786114,Credit Card,Credit Card
726,97,12/10/2022,2,167230,300,0.001793936,585.00,3.498176165,Home Financing,Housing
545,76,12/10/2022,2,135417,26,0.000192,800.00,5.907677766,Credit Repair,Credit Card
498,97,12/10/2022,4,167306,169,0.001010125,704.00,4.207858654,Identity Protection,Housing
656,30,12/10/2022,2,161885,1091,0.006739352,780.00,4.818235167,Credit Card,Lending
256,30,12/10/2022,3,130638,258,0.001974923,517.50,3.961328251,Credit Card,Lending
140,30,12/10/2022,4,161719,93,0.000575072,1418.00,8.768295624,Auto Warranty,Lending
455,76,12/10/2022,4,134981,358,0.002652225,132.69,0.983027241,Shopping,Credit Card
837,54,12/10/2022,2,189025,357,0.001888639,0.00,,Survey,Mortgage
837,54,12/10/2022,2,106965,285,0.002664423,621.60,5.811246669,Survey,Mortgage
828,54,12/10/2022,3,189011,480,0.002539535,480.00,2.539534736,Home Financing,Mortgage
828,54,12/10/2022,3,106905,414,0.003872597,420.00,3.928721762,Home Financing,Mortgage
636,54,12/10/2022,4,188787,79,0.000418461,0.00,,Identity Protection,Mortgage
636,54,12/10/2022,4,106813,135,0.001263891,0.00,,Identity Protection,Mortgage
435,97,12/11/2022,5,167249,237,0.001417049,600.00,3.587465396,Education,Housing
219,76,12/11/2022,3,135190,305,0.002256084,187.00,1.383238405,Credit Card,Credit Card
699,97,12/11/2022,3,159368,309,0.001938909,384.00,2.409517594,Credit Card,Housing
837,97,12/11/2022,2,167190,521,0.003116215,587.00,3.510975537,Survey,Housing
255,97,12/11/2022,4,167233,608,0.003635646,295.00,1.764005908,Credit Score,Housing
837,30,12/11/2022,2,161911,988,0.006102118,1134.00,7.003847793,Survey,Lending
719,30,12/11/2022,3,161907,393,0.002427319,1020.00,6.299912913,Credit Card,Lending
432,30,12/11/2022,4,161947,1284,0.00792852,980.00,6.051362483,Credit Card,Lending
879,76,12/11/2022,2,135246,184,0.001360484,112.00,0.82812061,Shopping,Credit Card
543,76,12/11/2022,4,135165,82,0.000606666,59.00,0.436503533,Credit Score,Credit Card
140,54,12/11/2022,2,188662,135,0.000715565,333.00,1.765061327,Auto Warranty,Mortgage
140,54,12/11/2022,2,107053,174,0.001625363,777.00,7.258087116,Auto Warranty,Mortgage
787,54,12/11/2022,3,188594,307,0.001627835,324.00,1.717976182,Home Financing,Mortgage
787,54,12/11/2022,3,107030,281,0.002625432,240.00,2.242361955,Home Financing,Mortgage
303,54,12/11/2022,4,188476,70,0.0003714,0.00,,Identity Protection,Mortgage
303,54,12/11/2022,4,106974,132,0.001233945,742.00,6.936264887,Identity Protection,Mortgage
767,97,12/12/2022,4,167168,210,0.001256221,455.00,2.721812787,Beauty,Housing
687,97,12/12/2022,2,166961,1261,0.007552662,288.50,1.727948443,Rent To Own,Housing
256,97,12/12/2022,3,145879,186,0.001275029,340.00,2.33069873,Credit Card,Housing
